sentence	entity_0	entity_1	label
학생 와중에 4월 11일 마산상업고등학 모습으로 김주열이 눈에 최루탄이 마산 중앙부두 박힌 그 앞바다에서 발견되었고 이를 계기로 4·19 혁명이 발생하였다.	김주열	마산상업고등학교	39
그 와중에 4월 11일 마산상업고등학 학생 김주열이 눈에 모습으로 마산 중앙부두 앞바다에서 발견되었고 계기로 4·19 발생하였다.	김주열	마산상업고등학교	39
그 와중에 4월 11일 마산상업고등학 생 김주열이 눈에 최루탄이 박힌 모습으로 마산 중앙부두 앞바다에서 발견되었고 이를 계기로 4·19 혁명이 발생하였다.	김주열	마산상업고등학교	39
그 와중에 그 4월 11일 마산상업고등학 학 학생 김주열이 눈에 최루탄이 박힌 모습으로 마산 중앙부두 앞바다에서 발견되었고 이를 계기로 4·19 혁명이 발생하였다.	김주열	마산상업고등학교	39
그 와중에 4월 11일 그 마산상업고등학 학생 김주열이 눈에 최루탄이 박힌 모습으로 마산 그 중앙부두 앞바다에서 발견되었고 이를 계기로 4·19 혁명이 발생하였다.	김주열	마산상업고등학교	39
혁명이 와중에 그 11일 마산상업고등학 학생 김주열이 눈에 4·19 박힌 모습으로 마산 중앙부두 앞바다에서 발견되었고 계기로 이를 최루탄이 4월 발생하였다.	김주열	마산상업고등학교	39
그 와중에 4월 학생 마산상업고등학 11일 김주열이 발견되었고 최루탄이 박힌 모습으로 4·19 중앙부두 앞바다에서 마산 이를 계기로 눈에 혁명이 발생하였다.	김주열	마산상업고등학교	39
그 와중에 4월 11일 마산상업고등학 김주열이 눈에 최루탄이 박힌 모습으로 마산 중앙부두 앞바다에서 발견되었고 이를 계기로 4·19 혁명이 발생하였다.	김주열	마산상업고등학교	39
그 와중에 4월 11일 마산상업고등학 학생 김주열이 눈에 학 최루탄이 박힌 모습으로 마산 학 중앙부두 앞바다에서 발견되었고 이를 계기로 4·19 혁명이 발생하였다.	김주열	마산상업고등학교	39
그 와중에 4월 11일 마산상업고등학 학생 김주열이 눈에 최루탄이 박힌 모습으로 마산 중앙부두 앞바다에서 발견되었고 이를 4·19	김주열	마산상업고등학교	39
김우빈은 7월 서에서 1남 1녀 중 첫째로 태어났다.	김우빈	서울	19
태어났다. 1989년 중 16일 서에서 1남 1녀 7월 첫째로 김우빈은	김우빈	서울	19
김우빈은 16일 서에서 1녀 중 첫째로 태어났다.	김우빈	서울	19
김우빈은 서에서 7월 태어났다. 1989년 1남 1녀 중 첫째로 16일	김우빈	서울	19
김우빈은 1녀 7월 1남 서에서 16일 1989년 중 첫째로 태어났다.	김우빈	서울	19
김우빈은 1남 7월 첫째로 서에서 1989년 1녀 중 16일 태어났다.	김우빈	서울	19
김우빈은 7월 16일 서에서 1남 1녀 첫째로	김우빈	서울	19
그러나 지불하지 재정난 해결을 아바르족이 위해 잡아간 마우리키우스가 가뜩이나 포로들의 않은것은 몸값을 긴축 유스티니아누스 좋지 않던 그의 인기를 곤두박질치게했고, 포카라는 장교가 마우리키우스를 죽이고 황제에 오르면서 정책으로 왕조는 단절되었다.	마우리키우스	포카스	18
그러나 마우리키우스가 재정난 해결을 위해 아바르족이 잡아간 포로들의 몸값을 위 지불하지 않은것은 가뜩이나 긴축 정책으로 좋지 않던 그의 인기를 곤두박질치게했고, 포카라는 장교가 마우리키우스를 죽이고 황제에 오르면서 유스티니아누스 왕조는 단절되었다.	마우리키우스	포카스	18
그러나 마우리키우스가 재정난 해결을 위 아바르족이 잡아간 포로들의 몸값을 지불하지 않은것은 가뜩이나 긴축 정책으로 좋지 않던 그의 인기를 곤두박질치게했고, 포카라는 장교가 마우리키우스를 죽이고 황제에 오르면서 유스티니아누스 왕조는 단절되었다.	마우리키우스	포카스	18
단절되었다. 마우리키우스가 재정난 해결을 위해 아바르족이 잡아간 인기를 몸값을 지불하지 않은것은 가뜩이나 긴축 포로들의 좋지 않던 그의 정책으로 곤두박질치게했고, 포카라는 장교가 마우리키우스를 죽이고 오르면서 그러나 유스티니아누스 왕조는 황제에	마우리키우스	포카스	18
그러나 마우리키우스가 재정난 해결을 위해 아바르족이 잡아간 포로들의 지불하지 않은것은 가뜩이나 긴축 정책으로 좋지 그의 인기를 곤두박질치게했고, 포카라는 장교가 마우리키우스를 죽이고 황제에 오르면서 유스티니아누스 왕조는 단절되었다.	마우리키우스	포카스	18
그러나 마우리키우스가 재정난 해결을 위해 아바르족이 포로들의 몸값을 지불하지 않은것은 가뜩이나 긴축 정책으로 좋지 않던 그의 인기를 곤두박질치게했고, 포카라는 마우리키우스를 황제에 오르면서 유스티니아누스 단절되었다.	마우리키우스	포카스	18
그러나 위 마우리키우스가 재정난 해결을 위해 아바르족이 잡아간 포로들의 몸값을 지불하지 않은것은 가뜩이나 긴축 정책으로 좋지 않던 그의 인기를 곤두박질치게했고, 포카라는 장교가 마우리키우스를 죽이고 황제에 오르면서 유스티니아누스 왕조는 단절되었다.	마우리키우스	포카스	18
그러나 마우리키우스가 재정난 해결을 위해 아바르족이 잡아간 지불하지 않은것은 가뜩이나 긴축 정책으로 좋지 않던 그의 곤두박질치게했고, 포카라는 죽이고 황제에 오르면서 유스티니아누스 왕조는 단절되었다.	마우리키우스	포카스	18
마우리키우스가 해결을 위해 잡아간 포로들의 몸값을 지불하지 가뜩이나 긴축 정책으로 좋지 않던 그의 인기를 곤두박질치게했고, 포카라는 장교가 마우리키우스를 죽이고 오르면서 유스티니아누스 왕조는 단절되었다.	마우리키우스	포카스	18
그러나 마우리키우스가 재정난 해결을 해 아바르족이 잡아간 포로들의 몸값을 지불하지 않은것은 가뜩이나 긴축 정책으로 좋지 않던 그의 인기를 곤두박질치게했고, 포카라는 장교가 마우리키우스를 죽이고 황제에 오르면서 유스티니아누스 왕조는 단절되었다.	마우리키우스	포카스	18
그러나 마우리키우스가 재정난 해결을 위해 잡아간 아바르족이 포로들의 몸값을 마우리키우스를 그의 않던 긴축 정책으로 좋지 가뜩이나 않은것은 왕조는 곤두박질치게했고, 포카라는 장교가 지불하지 죽이고 황제에 오르면서 유스티니아누스 인기를 단절되었다.	마우리키우스	포카스	18
그러나 마우리키우스가 재정난 황제에 위해 아바르족이 잡아간 오르면서 몸값을 지불하지 포로들의 가뜩이나 단절되었다. 긴축 좋지 않던 그의 인기를 곤두박질치게했고, 포카라는 장교가 마우리키우스를 죽이고 해결을 않은것은 유스티니아누스 왕조는 정책으로	마우리키우스	포카스	18
1955년에 보비클랜시는 고향인 아일랜드 캐릭-온-수어로 돌아갔고, 막내 리엄 클랜시가 위 형들처럼 영화배우로 활동하기 위해 이듬해 1956년 1월에 뉴욕으로 넘어왔다.	보비 클랜시	아일랜드	26
1955년에 보비클랜시는 고향인 아일랜드 캐릭-온-수어로 막내 리엄 클랜시가 형들처럼 영화배우로 위해 이듬해 1956년 1월에 뉴욕으로 넘어왔다.	보비 클랜시	아일랜드	26
1955년에 보비클랜시는 위 고향인 아일랜드 캐릭-온-수어로 돌아갔고, 막내 리엄 클랜시가 형들처럼 영화배우로 활동하기 위해 이듬해 1956년 1월에 뉴욕으로 넘어왔다.	보비 클랜시	아일랜드	26
1955년에 보비클랜시는 고향인 아일랜드 캐릭-온-수어로 리엄 클랜시가 형들처럼 영화배우로 활동하기 위해 이듬해 1월에 넘어왔다.	보비 클랜시	아일랜드	26
1955년에 보비클랜시는 넘어왔다. 아일랜드 캐릭-온-수어로 돌아갔고, 막내 리엄 이듬해 영화배우로 형들처럼 활동하기 위해 클랜시가 1956년 1월에 뉴욕으로 고향인	보비 클랜시	아일랜드	26
1955년에 보비클랜시는 고향인 아일랜드 1956년 돌아갔고, 막내 리엄 클랜시가 형들처럼 이듬해 활동하기 위해 캐릭-온-수어로 영화배우로 1월에 뉴욕으로 넘어왔다.	보비 클랜시	아일랜드	26
1955년에 보비클랜시는 고향인 아일랜드 캐릭-온-수어로 돌아갔고, 막내 리엄 클랜시가 형들처럼 활동하기 위해 이듬해 1956년 1월에 뉴욕으로	보비 클랜시	아일랜드	26
위해 보비클랜시는 고향인 캐릭-온-수어로 아일랜드 돌아갔고, 형들처럼 리엄 클랜시가 막내 영화배우로 활동하기 1955년에 이듬해 1956년 1월에 뉴욕으로 넘어왔다.	보비 클랜시	아일랜드	26
1955년에 보비클랜시는 고향인 아일랜드 캐릭-온-수어로 돌아갔고, 막내 리엄 활동하기 형들처럼 영화배우로 클랜시가 1월에 1956년 이듬해 위해 뉴욕으로 넘어왔다.	보비 클랜시	아일랜드	26
1955년에 보비클랜시는 고향인 아일랜드 캐릭-온-수어로 돌아갔고, 막내 리엄 클랜시가 형들처럼 영화배우로 활동하기 해 이듬해 1956년 1월에 뉴욕으로 넘어왔다.	보비 클랜시	아일랜드	26
1955년에 아일랜드 캐릭-온-수어로 막내 리엄 클랜시가 형들처럼 영화배우로 활동하기 위해 이듬해 1956년 1월에 뉴욕으로 넘어왔다.	보비 클랜시	아일랜드	26
그는 주 “삼성전, 삼성SDI 두 종목은 이미 신고가를 갔다”라며 “삼성전기만이 남아 있는데 주력 제품이 주도하여 실적을 이끌고, 하반기로 갈수록 실적 탄력성이 크다라는 점이 공통점이 있는데다가 삼성전기의 1분기 출발은 오히려 더 낫다”고 진단했다.	삼성전기	삼성전자	29
공통점이 “삼성전, 삼성SDI 두 종목은 이미 신고가를 갔다”라며 “삼성전기만이 남아 있는데 주력 제품이 주도하여 실적을 이끌고, 하반기로 삼성전기의 실적 점이 출발은 탄력성이 그는 있는데다가 갈수록 1분기 크다라는 오히려 더 낫다”고 진단했다.	삼성전기	삼성전자	29
그는 “삼성전, 삼성SDI 두 종목은 이미 신고가를 갔다”라며 “삼성전기만이 남아 있는데 력 제품이 주도하여 실적을 이끌고, 하반기로 갈수록 실적 탄력성이 크다라는 점이 공통점이 있는데다가 삼성전기의 1분기 출발은 오히려 더 낫다”고 진단했다.	삼성전기	삼성전자	29
그는 “삼성전, 두 종목은 이미 신고가를 갔다”라며 “삼성전기만이 남아 있는데 주력 제품이 주도하여 실적을 이끌고, 하반기로 갈수록 실적 탄력성이 크다라는 점이 공통점이 있는데다가 삼성전기의 출발은 오히려 더 낫다”고 진단했다.	삼성전기	삼성전자	29
그는 “삼성전, 삼성SDI 두 종목은 이미 신고가를 갔다”라며 “삼성전기만이 남아 있는데 주력 제품이 주 주도하여 실적을 이끌고, 하반기로 갈수록 실적 탄력성이 크다라는 점이 공통점이 있는데다가 삼성전기의 1분기 출발은 오히려 더 낫다”고 진단했다.	삼성전기	삼성전자	29
그는 “삼성전, 삼성SDI 두 종목은 이미 신고가를 갔다”라며 “삼성전기만이 남아 있는데 주력 주도하여 실적을 이끌고, 하반기로 갈수록 실적 탄력성이 크다라는 점이 공통점이 있는데다가 1분기 출발은 오히려 더 낫다”고	삼성전기	삼성전자	29
그는 “삼성전, 삼성SDI 오히려 점이 이미 신고가를 갔다”라며 “삼성전기만이 남아 있는데 실적을 탄력성이 주도하여 주력 이끌고, 하반기로 갈수록 실적 제품이 더 종목은 진단했다. 있는데다가 삼성전기의 1분기 출발은 두 크다라는 낫다”고 공통점이	삼성전기	삼성전자	29
그는 “삼성전, 삼성SDI 두 종목은 이미 신고가를 갔다”라며 “삼성전기만이 남아 있는데 주도하여 실적을 하반기로 갈수록 실적 탄력성이 크다라는 점이 공통점이 있는데다가 삼성전기의 1분기 출발은 오히려 더 진단했다.	삼성전기	삼성전자	29
그는 “삼성전, 삼성SDI 두 종목은 이미 갔다”라며 “삼성전기만이 남아 있는데 주력 제품이 주도하여 실적을 이끌고, 갈수록 실적 크다라는 점이 공통점이 있는데다가 삼성전기의 출발은 오히려 더 낫다”고 진단했다.	삼성전기	삼성전자	29
그는 “삼성전, 삼성SDI 두 종목은 이미 신고가를 갔다”라며 “삼성전기만이 남아 있는데 주 제품이 주도하여 실적을 이끌고, 하반기로 갈수록 실적 탄력성이 크다라는 점이 공통점이 있는데다가 삼성전기의 1분기 출발은 오히려 더 낫다”고 진단했다.	삼성전기	삼성전자	29
그는 “삼성전, 삼성SDI 두 종목은 이미 신고가를 갔다”라며 “삼성전기만이 남아 있는데 주력 주 제품이 주도하여 실적을 이끌고, 하반기로 갈수록 실적 탄력성이 크다라는 주 점이 공통점이 있는데다가 삼성전기의 1분기 출발은 오히려 더 낫다”고 진단했다.	삼성전기	삼성전자	29
점이 “삼성전, 삼성SDI 두 주도하여 이미 제품이 갔다”라며 “삼성전기만이 남아 있는데 주력 신고가를 실적을 종목은 이끌고, 하반기로 오히려 실적 낫다”고 크다라는 그는 공통점이 있는데다가 삼성전기의 1분기 출발은 갈수록 더 탄력성이 진단했다.	삼성전기	삼성전자	29
그는 남아 낫다”고 두 더 이미 신고가를 갔다”라며 “삼성전기만이 있는데다가 있는데 종목은 제품이 주도하여 실적을 이끌고, 하반기로 갈수록 “삼성전, 탄력성이 크다라는 점이 공통점이 실적 삼성전기의 1분기 출발은 오히려 주력 삼성SDI 진단했다.	삼성전기	삼성전자	29
그는 주 “삼성전, 삼성SDI 두 종목은 이미 신고가를 갔다”라며 “삼성전기만이 남아 있는데 주력 제품이 주도하여 실적을 주 이끌고, 하반기로 갈수록 주 실적 탄력성이 크다라는 점이 공통점이 있는데다가 삼성전기의 1분기 출발은 오히려 더 낫다”고 진단했다.	삼성전기	삼성전자	29
지난 21일 영광 첫 받았다. 제8회 당당히 모국춤 페스티벌에서 베트 자조모임 댄스팀 ‘가.우.도.’가 상사화축제장에서 출전에 열린 화합상을 수상하여 상금 100만 원을 전국다문화가족	가.우.도	베트남	26
지난 21일 영광 전국다문화가족 수상하여 모국춤 상사화축제장에서 제8회 페스티벌에서 베트 자조모임 댄스팀 ‘가.우.도.’가 첫 100만 당당히 화합상을 열린 상금 출전에 원을 받았다.	가.우.도	베트남	26
지난 21일 영광 상사화축제장에서 제8회 전국다문화가족 모국춤 페스티벌에서 베트 댄스팀 ‘가.우.도.’가 첫 출전에 당당히 화합상을 상금 100만 원을 받았다.	가.우.도	베트남	26
지난 21일 영광 상사화축제장에서 열린 수상하여 전국다문화가족 받았다. 페스티벌에서 베트 자조모임 댄스팀 ‘가.우.도.’가 화합상을 출전에 당당히 첫 제8회 상금 100만 모국춤 원을	가.우.도	베트남	26
지난 수상하여 받았다. 상사화축제장에서 열린 제8회 댄스팀 21일 페스티벌에서 베트 자조모임 전국다문화가족 ‘가.우.도.’가 첫 출전에 당당히 화합상을 모국춤 상금 100만 원을 영광	가.우.도	베트남	26
지난 21일 명 상사화축제장에서 열린 제8회 전국다문화가족 모국춤 페스티벌에서 베트 자조모임 댄스팀 ‘가.우.도.’가 첫 출전에 당당히 화합상을 수상하여 상금 100만 원을 받았다.	가.우.도	베트남	26
지난 21일 화 상사화축제장에서 열린 제8회 전국다문화가족 모국춤 페스티벌에서 베트 자조모임 댄스팀 ‘가.우.도.’가 첫 출전에 당당히 화합상을 수상하여 상금 100만 원을 받았다.	가.우.도	베트남	26
지난 21일 상사화축제장에서 열린 제8회 전국다문화가족 모국춤 베트 자조모임 댄스팀 ‘가.우.도.’가 첫 출전에 당당히 화합상을 상금 100만 원을 받았다.	가.우.도	베트남	26
지난 21일 영광 상사화축제장에서 제8회 전국다문화가족 모국춤 페스티벌에서 베트 자조모임 댄스팀 첫 출전에 화합상을 100만 원을 받았다.	가.우.도	베트남	26
지난 21일 영광 상사화축제장에서 열린 제8회 전국다문화가족 페스티벌에서 베트 자조모임 댄스팀 ‘가.우.도.’가 첫 출전에 화합상을 수상하여 상금 100만 원을 받았다.	가.우.도	베트남	26
지난 21일 영 상사화축제장에서 열린 제8회 전국다문화가족 모국춤 페스티벌에서 베트 자조모임 댄스팀 ‘가.우.도.’가 첫 출전에 당당히 화합상을 수상하여 상금 100만 원을 받았다.	가.우.도	베트남	26
지난 21일 영광 상사화축제장에서 열린 제8회 전국다문화가족 모국춤 페스티벌에서 베트 자조모임 댄스팀 ‘가.우.도.’가 영 첫 출전에 당당히 화합상을 수상하여 상금 100만 원을 받았다.	가.우.도	베트남	26
1980년 2월에 대구광역시에서 태어난 김재연은 1999년 대한민 대일외국어고등학교를 졸업하였다.	김재연	대한민국	26
1980년 대한민 태어난 1999년 2월에 대일외국어고등학교를 졸업하였다.	김재연	대한민국	26
1980년 대구광역시에서 대한민 태어난 김재연은 1999년 2월에 대일외국어고등학교를 졸업하였다.	김재연	대한민국	26
1980년 대한민 대구광역시에서 태어난 김재연은 1999년 대일외국어고등학교를 2월에 졸업하였다.	김재연	대한민국	26
1980년 대구광역시에서 태어난 김재연은 1999년 2월에 대일외국어고등학교를 졸업하였다.	김재연	대한민국	26
1980년 1999년 대구광역시에서 태어난 김재연은 대한민 2월에 대일외국어고등학교를 졸업하였다.	김재연	대한민국	26
1980년 대한민 대구광역시에서 태어난 김재연은 1999년 2월에 대일외국어고등학교를	김재연	대한민국	26
12일 아들 관악경찰서는 지난달 31일 서 탈북 한 있는 봉천동에 임대아파트에서 채 여성 한모(41) 씨와 서울 김모(5) 군이 숨진 관악구 발견됐다고 밝혔다.	김모	서울	37
12일 서울 관악경찰서는 지난달 31일 서 관악구 봉천동에 한 임대아파트에서 탈북 여성 한모(41) 씨와 김모(5) 군이 숨진 채 발견됐다고 밝혔다.	김모	서울	37
12일 서울 관악경찰서는 지난달 31일 서 관악구 봉천동에 있는 한 임대아파트에서 탈북 성 한모(41) 씨와 아들 김모(5) 군이 숨진 채 발견됐다고 밝혔다.	김모	서울	37
12일 서울 관악경찰서는 지난달 31일 서 관악구 봉천동에 있는 한 채 채 임대아파트에서 탈북 여성 한모(41) 씨와 아들 김모(5) 군이 숨진 채 발견됐다고 밝혔다.	김모	서울	37
12일 서울 관악경찰서는 지난달 서 관악구 봉천동에 있는 임대아파트에서 탈북 여성 한모(41) 씨와 아들 김모(5) 군이 숨진 채 밝혔다.	김모	서울	37
12일 탈북 관악경찰서는 지난달 31일 있는 관악구 한모(41) 서 김모(5) 임대아파트에서 서울 여성 봉천동에 씨와 아들 한 군이 숨진 채 발견됐다고 밝혔다.	김모	서울	37
12일 서울 관악경찰서는 지난달 31일 서 관악구 봉천동에 있는 한 임대아파트에서 탈북 집 한모(41) 씨와 아들 김모(5) 군이 숨진 채 발견됐다고 밝혔다.	김모	서울	37
12일 서울 관악경찰서는 지난달 31일 서 관악구 봉천동에 있는 한 여 임대아파트에서 탈북 여성 한모(41) 씨와 아들 김모(5) 군이 숨진 채 발견됐다고 밝혔다.	김모	서울	37
12일 서울 관악경찰서는 서 지난달 31일 서 관악구 봉천동에 있는 한 임대아파트에서 탈북 여성 한모(41) 씨와 아들 김모(5) 여 군이 숨진 채 발견됐다고 밝혔다.	김모	서울	37
12일 서울 관악경찰서는 지난달 31일 서 관악구 봉천동에 있는 한 임대아파트에서 탈북 자 한모(41) 씨와 아들 김모(5) 군이 숨진 채 발견됐다고 밝혔다.	김모	서울	37
12일 서 서울 관악경찰서는 지난달 31일 서 관악구 봉천동에 있는 한 임대아파트에서 탈북 여성 한모(41) 씨와 아들 김모(5) 군이 숨진 채 서 발견됐다고 밝혔다.	김모	서울	37
12일 서울 관악경찰서는 지난달 31일 서 관악구 봉천동에 있는 임대아파트에서 탈북 여성 한모(41) 씨와 아들 김모(5) 숨진 채 발견됐다고 밝혔다.	김모	서울	37
한모(41) 관악구 관악경찰서는 지난달 31일 서 서울 봉천동에 있는 임대아파트에서 한 탈북 채 12일 씨와 아들 김모(5) 군이 숨진 여성 발견됐다고 밝혔다.	김모	서울	37
12일 서울 관악경찰서는 지난달 31일 서 관악구 봉천동에 있는 한 임대아파트에서 탈북 여 한모(41) 씨와 아들 김모(5) 군이 숨진 채 발견됐다고 밝혔다.	김모	서울	37
12일 서울 31일 서 관악구 봉천동에 있는 임대아파트에서 탈북 한모(41) 씨와 아들 김모(5) 군이 숨진 채 발견됐다고 밝혔다.	김모	서울	37
"조정현 김해 공보관은 ""신흥재 등 김해 출신 등 유튜버들을 활용해 기발한 홍보 콘텐츠를 제작하고, 다른 스타들의 개인미디어도 활용해 적극적인 홍보에 나설 계획""이라며 ""1인 미디어 전성시대를 선도하는 등 새로운 홍보방식이 지역 홍보에 새로운 장을 열 것으로 기대 한다""고 말했다."	신흥재	김해시	19
"지역 스타들의 공보관은 ""신흥재 ""1인 김해 출신 제작하고, 활용해 열 홍보 콘텐츠를 유튜버들을 다른 김해 개인미디어도 활용해 적극적인 홍보에 기대 계획""이라며 새로운 미디어 전성시대를 선도하는 새로운 홍보방식이 조정현 홍보에 등 장을 기발한 것으로 나설 한다""고 말했다."	신흥재	김해시	19
"조정현 김해 ""신흥재 등 김해 출신 유튜버들을 활용해 기발한 홍보 콘텐츠를 제작하고, 다른 스타들의 개인미디어도 활용해 적극적인 홍보에 나설 계획""이라며 ""1인 미디어 전성시대를 선도하는 홍보방식이 지역 새로운 장을 열 것으로 기대 한다""고 말했다."	신흥재	김해시	19
